[2026-06-15T10:15:41.282Z] GET http://localhost:8765/index.html → 200 (3ms, 4328B)
[2026-06-15T10:15:41.296Z] GET http://localhost:8765/js/app.js → 200 (30ms, 11374B)
[2026-06-15T10:15:53.894Z] GET http://localhost:8765/index.html → 200 (1ms, 4328B)
[2026-06-15T10:15:53.898Z] GET http://localhost:8765/assets/app.css → 200 (?ms, 26622B)
[2026-06-15T10:15:53.898Z] GET http://localhost:8765/js/data.js → 200 (?ms, 25427B)
[2026-06-15T10:15:53.898Z] GET http://localhost:8765/js/components.js → 200 (?ms, 11671B)
[2026-06-15T10:15:53.898Z] GET http://localhost:8765/js/router.js → 200 (1ms, 5813B)
[2026-06-15T10:15:53.899Z] GET http://localhost:8765/js/pages/dashboard.js → 200 (?ms, 11218B)
[2026-06-15T10:15:53.899Z] GET http://localhost:8765/js/pages/strategy.js → 200 (?ms, 9571B)
[2026-06-15T10:15:53.899Z] GET http://localhost:8765/js/pages/architecture.js → 200 (?ms, 8520B)
[2026-06-15T10:15:53.899Z] GET http://localhost:8765/js/pages/roles.js → 200 (?ms, 7711B)
[2026-06-15T10:15:53.899Z] GET http://localhost:8765/js/pages/closed-loop.js → 200 (1ms, 8117B)
[2026-06-15T10:15:53.900Z] GET http://localhost:8765/js/pages/prospect-push.js → 200 (?ms, 13631B)
[2026-06-15T10:15:53.900Z] GET http://localhost:8765/js/pages/enterprise-pool.js → 200 (?ms, 10818B)
[2026-06-15T10:15:53.900Z] GET http://localhost:8765/js/pages/enterprise-profile.js → 200 (?ms, 7197B)
[2026-06-15T10:15:53.900Z] GET http://localhost:8765/js/pages/survey-tasks.js → 200 (?ms, 13177B)
[2026-06-15T10:15:53.900Z] GET http://localhost:8765/js/pages/opportunity.js → 200 (?ms, 11237B)
[2026-06-15T10:15:53.901Z] GET http://localhost:8765/js/pages/hosting.js → 200 (?ms, 9996B)
[2026-06-15T10:15:53.901Z] GET http://localhost:8765/js/pages/hosting-detail.js → 200 (?ms, 10557B)
[2026-06-15T10:15:53.901Z] GET http://localhost:8765/js/pages/policy-calendar.js → 200 (?ms, 11660B)
[2026-06-15T10:15:53.901Z] GET http://localhost:8765/js/pages/policy-library.js → 200 (?ms, 9055B)
[2026-06-15T10:15:53.902Z] GET http://localhost:8765/js/pages/dynamics.js → 200 (?ms, 11870B)
[2026-06-15T10:15:53.902Z] GET http://localhost:8765/js/pages/project-plan.js → 200 (?ms, 10588B)
[2026-06-15T10:15:53.902Z] GET http://localhost:8765/js/pages/gap-tasks.js → 200 (?ms, 9323B)
[2026-06-15T10:15:53.902Z] GET http://localhost:8765/js/pages/writing-tasks.js → 200 (?ms, 9766B)
[2026-06-15T10:15:53.902Z] GET http://localhost:8765/js/pages/writing-editor.js → 200 (?ms, 10073B)
[2026-06-15T10:15:53.902Z] GET http://localhost:8765/js/pages/review-ai.js → 200 (?ms, 9615B)
[2026-06-15T10:15:53.903Z] GET http://localhost:8765/js/pages/review-expert.js → 200 (?ms, 10042B)
[2026-06-15T10:15:53.903Z] GET http://localhost:8765/js/pages/review-library.js → 200 (?ms, 9194B)
[2026-06-15T10:15:53.903Z] GET http://localhost:8765/js/pages/agents.js → 200 (?ms, 10013B)
[2026-06-15T10:15:53.904Z] GET http://localhost:8765/js/pages/agent-detail.js → 200 (?ms, 15524B)
[2026-06-15T10:15:53.904Z] GET http://localhost:8765/js/pages/service-products.js → 200 (?ms, 13462B)
[2026-06-15T10:15:53.904Z] GET http://localhost:8765/js/pages/orders.js → 200 (?ms, 12189B)
[2026-06-15T10:15:53.904Z] GET http://localhost:8765/js/pages/dispatch.js → 200 (?ms, 11153B)
[2026-06-15T10:15:53.904Z] GET http://localhost:8765/js/pages/settlement.js → 304 (2ms, ?B)
[2026-06-15T10:15:53.904Z] GET http://localhost:8765/js/pages/task-center.js → 200 (?ms, 15930B)
[2026-06-15T10:15:53.904Z] GET http://localhost:8765/js/pages/data-objects.js → 200 (?ms, 10545B)
[2026-06-15T10:15:53.904Z] GET http://localhost:8765/js/pages/governance.js → 200 (?ms, 11828B)
[2026-06-15T10:15:53.905Z] GET http://localhost:8765/js/pages/mvp-roadmap.js → 200 (?ms, 7537B)
[2026-06-15T10:15:53.905Z] GET http://localhost:8765/js/pages/kpi.js → 200 (?ms, 10901B)
[2026-06-15T10:15:53.905Z] GET http://localhost:8765/js/pages/risk.js → 200 (1ms, 13057B)
[2026-06-15T10:15:53.906Z] GET http://localhost:8765/js/app.js → 200 (?ms, 11374B)
[2026-06-15T10:16:14.967Z] GET http://localhost:8765/index.html → 200 (?ms, 4328B)
[2026-06-15T10:16:14.970Z] GET http://localhost:8765/assets/app.css → 200 (1ms, 26622B)
[2026-06-15T10:16:14.971Z] GET http://localhost:8765/js/data.js → 200 (?ms, 25427B)
[2026-06-15T10:16:14.971Z] GET http://localhost:8765/js/components.js → 200 (?ms, 11671B)
[2026-06-15T10:16:14.971Z] GET http://localhost:8765/js/router.js → 200 (?ms, 5813B)
[2026-06-15T10:16:14.971Z] GET http://localhost:8765/js/pages/dashboard.js → 200 (1ms, 11218B)
[2026-06-15T10:16:14.972Z] GET http://localhost:8765/js/pages/strategy.js → 200 (?ms, 9571B)
[2026-06-15T10:16:14.972Z] GET http://localhost:8765/js/pages/architecture.js → 200 (?ms, 8520B)
[2026-06-15T10:16:14.972Z] GET http://localhost:8765/js/pages/roles.js → 200 (?ms, 7711B)
[2026-06-15T10:16:14.972Z] GET http://localhost:8765/js/pages/closed-loop.js → 200 (?ms, 8117B)
[2026-06-15T10:16:14.973Z] GET http://localhost:8765/js/pages/prospect-push.js → 200 (?ms, 13631B)
[2026-06-15T10:16:14.973Z] GET http://localhost:8765/js/pages/enterprise-pool.js → 200 (?ms, 10818B)
[2026-06-15T10:16:14.973Z] GET http://localhost:8765/js/pages/enterprise-profile.js → 200 (?ms, 7197B)
[2026-06-15T10:16:14.973Z] GET http://localhost:8765/js/pages/survey-tasks.js → 200 (?ms, 13177B)
[2026-06-15T10:16:14.973Z] GET http://localhost:8765/js/pages/opportunity.js → 200 (?ms, 11237B)
[2026-06-15T10:16:14.973Z] GET http://localhost:8765/js/pages/hosting.js → 200 (?ms, 9996B)
[2026-06-15T10:16:14.973Z] GET http://localhost:8765/js/pages/hosting-detail.js → 200 (?ms, 10557B)
[2026-06-15T10:16:14.974Z] GET http://localhost:8765/js/pages/policy-calendar.js → 200 (?ms, 11660B)
[2026-06-15T10:16:14.974Z] GET http://localhost:8765/js/pages/policy-library.js → 200 (?ms, 9055B)
[2026-06-15T10:16:14.974Z] GET http://localhost:8765/js/pages/dynamics.js → 200 (?ms, 11870B)
[2026-06-15T10:16:14.975Z] GET http://localhost:8765/js/pages/project-plan.js → 200 (?ms, 10588B)
[2026-06-15T10:16:14.975Z] GET http://localhost:8765/js/pages/gap-tasks.js → 200 (?ms, 9323B)
[2026-06-15T10:16:14.976Z] GET http://localhost:8765/js/pages/writing-tasks.js → 200 (?ms, 9766B)
[2026-06-15T10:16:14.976Z] GET http://localhost:8765/js/pages/writing-editor.js → 200 (?ms, 10073B)
[2026-06-15T10:16:14.976Z] GET http://localhost:8765/js/pages/review-ai.js → 200 (?ms, 9615B)
[2026-06-15T10:16:14.976Z] GET http://localhost:8765/js/pages/review-expert.js → 200 (?ms, 10042B)
[2026-06-15T10:16:14.976Z] GET http://localhost:8765/js/pages/review-library.js → 200 (?ms, 9194B)
[2026-06-15T10:16:14.977Z] GET http://localhost:8765/js/pages/agents.js → 200 (?ms, 10013B)
[2026-06-15T10:16:14.977Z] GET http://localhost:8765/js/pages/agent-detail.js → 200 (?ms, 15524B)
[2026-06-15T10:16:14.977Z] GET http://localhost:8765/js/pages/service-products.js → 200 (1ms, 13462B)
[2026-06-15T10:16:14.978Z] GET http://localhost:8765/js/pages/orders.js → 200 (?ms, 12189B)
[2026-06-15T10:16:14.978Z] GET http://localhost:8765/js/pages/dispatch.js → 200 (?ms, 11153B)
[2026-06-15T10:16:14.978Z] GET http://localhost:8765/js/pages/settlement.js → 304 (3ms, ?B)
[2026-06-15T10:16:14.979Z] GET http://localhost:8765/js/pages/task-center.js → 200 (?ms, 15930B)
[2026-06-15T10:16:14.979Z] GET http://localhost:8765/js/pages/data-objects.js → 200 (?ms, 10545B)
[2026-06-15T10:16:14.979Z] GET http://localhost:8765/js/pages/governance.js → 200 (?ms, 11828B)
[2026-06-15T10:16:14.979Z] GET http://localhost:8765/js/pages/mvp-roadmap.js → 200 (?ms, 7537B)
[2026-06-15T10:16:14.979Z] GET http://localhost:8765/js/pages/kpi.js → 200 (?ms, 10901B)
[2026-06-15T10:16:14.980Z] GET http://localhost:8765/js/pages/risk.js → 200 (?ms, 13057B)
[2026-06-15T10:16:14.980Z] GET http://localhost:8765/js/app.js → 200 (?ms, 11374B)
[2026-06-15T10:17:20.804Z] GET http://localhost:8765/index.html → 200 (1ms, 4328B)
[2026-06-15T10:17:20.815Z] GET http://localhost:8765/assets/app.css → 200 (1ms, 26622B)
[2026-06-15T10:17:20.816Z] GET http://localhost:8765/js/data.js → 200 (?ms, 25427B)
[2026-06-15T10:17:20.816Z] GET http://localhost:8765/js/components.js → 200 (1ms, 11671B)
[2026-06-15T10:17:20.817Z] GET http://localhost:8765/js/router.js → 200 (1ms, 5813B)
[2026-06-15T10:17:20.818Z] GET http://localhost:8765/js/pages/dashboard.js → 200 (?ms, 11218B)
[2026-06-15T10:17:20.818Z] GET http://localhost:8765/js/pages/strategy.js → 200 (?ms, 9571B)
[2026-06-15T10:17:20.819Z] GET http://localhost:8765/js/pages/architecture.js → 200 (?ms, 8520B)
[2026-06-15T10:17:20.820Z] GET http://localhost:8765/js/pages/roles.js → 200 (?ms, 7711B)
[2026-06-15T10:17:20.820Z] GET http://localhost:8765/js/pages/closed-loop.js → 200 (?ms, 8117B)
[2026-06-15T10:17:20.820Z] GET http://localhost:8765/js/pages/prospect-push.js → 200 (?ms, 13631B)
[2026-06-15T10:17:20.821Z] GET http://localhost:8765/js/pages/enterprise-pool.js → 200 (?ms, 10818B)
[2026-06-15T10:17:20.821Z] GET http://localhost:8765/js/pages/enterprise-profile.js → 200 (?ms, 7197B)
[2026-06-15T10:17:20.822Z] GET http://localhost:8765/js/pages/survey-tasks.js → 200 (?ms, 13177B)
[2026-06-15T10:17:20.822Z] GET http://localhost:8765/js/pages/opportunity.js → 200 (?ms, 11237B)
[2026-06-15T10:17:20.822Z] GET http://localhost:8765/js/pages/hosting.js → 200 (?ms, 9996B)
[2026-06-15T10:17:20.823Z] GET http://localhost:8765/js/pages/hosting-detail.js → 200 (?ms, 10557B)
[2026-06-15T10:17:20.824Z] GET http://localhost:8765/js/pages/policy-calendar.js → 200 (?ms, 11660B)
[2026-06-15T10:17:20.824Z] GET http://localhost:8765/js/pages/policy-library.js → 200 (?ms, 9055B)
[2026-06-15T10:17:20.824Z] GET http://localhost:8765/js/pages/dynamics.js → 200 (?ms, 11870B)
[2026-06-15T10:17:20.824Z] GET http://localhost:8765/js/pages/project-plan.js → 200 (?ms, 10588B)
[2026-06-15T10:17:20.824Z] GET http://localhost:8765/js/pages/gap-tasks.js → 200 (?ms, 9323B)
[2026-06-15T10:17:20.824Z] GET http://localhost:8765/js/pages/writing-tasks.js → 200 (?ms, 9766B)
[2026-06-15T10:17:20.825Z] GET http://localhost:8765/js/pages/writing-editor.js → 200 (?ms, 10073B)
[2026-06-15T10:17:20.825Z] GET http://localhost:8765/js/pages/review-ai.js → 200 (?ms, 9615B)
[2026-06-15T10:17:20.826Z] GET http://localhost:8765/js/pages/review-expert.js → 200 (?ms, 10042B)
[2026-06-15T10:17:20.826Z] GET http://localhost:8765/js/pages/review-library.js → 200 (?ms, 9194B)
[2026-06-15T10:17:20.826Z] GET http://localhost:8765/js/pages/agents.js → 200 (1ms, 10013B)
[2026-06-15T10:17:20.827Z] GET http://localhost:8765/js/pages/agent-detail.js → 200 (?ms, 15524B)
[2026-06-15T10:17:20.827Z] GET http://localhost:8765/js/pages/service-products.js → 200 (?ms, 13462B)
[2026-06-15T10:17:20.827Z] GET http://localhost:8765/js/pages/orders.js → 200 (?ms, 12189B)
[2026-06-15T10:17:20.827Z] GET http://localhost:8765/js/pages/dispatch.js → 200 (?ms, 11153B)
[2026-06-15T10:17:20.828Z] GET http://localhost:8765/js/pages/settlement.js → 304 (?ms, ?B)
[2026-06-15T10:17:20.828Z] GET http://localhost:8765/js/pages/task-center.js → 200 (?ms, 15930B)
[2026-06-15T10:17:20.828Z] GET http://localhost:8765/js/pages/data-objects.js → 200 (?ms, 10545B)
[2026-06-15T10:17:20.828Z] GET http://localhost:8765/js/pages/governance.js → 200 (?ms, 11828B)
[2026-06-15T10:17:20.828Z] GET http://localhost:8765/js/pages/mvp-roadmap.js → 200 (?ms, 7537B)
[2026-06-15T10:17:20.828Z] GET http://localhost:8765/js/pages/kpi.js → 304 (1ms, ?B)
[2026-06-15T10:17:20.828Z] GET http://localhost:8765/js/pages/risk.js → 304 (1ms, ?B)
[2026-06-15T10:17:20.828Z] GET http://localhost:8765/js/app.js → 200 (?ms, 11374B)
