[2026-06-15T11:05:03.892Z] GET http://localhost:8888/ → 200 (10ms, 4136B)
[2026-06-15T11:05:03.927Z] GET http://localhost:8888/js/pages/kpi.js → 404 (60ms, ?B)
[2026-06-15T11:05:03.927Z] GET http://localhost:8888/js/pages/risk.js → 404 (60ms, ?B)
[2026-06-15T11:05:03.927Z] GET http://localhost:8888/js/app.js → 200 (60ms, 11374B)
[2026-06-15T11:06:11.877Z] GET http://localhost:8888/ → 200 (11ms, 4136B)
[2026-06-15T11:06:11.893Z] GET http://localhost:8888/assets/app.css → 200 (?ms, 26622B)
[2026-06-15T11:06:11.894Z] GET http://localhost:8888/js/data.js → 200 (?ms, 25427B)
[2026-06-15T11:06:11.894Z] GET http://localhost:8888/js/components.js → 200 (1ms, 11671B)
[2026-06-15T11:06:11.895Z] GET http://localhost:8888/js/router.js → 304 (13ms, ?B)
[2026-06-15T11:06:11.895Z] GET http://localhost:8888/js/pages/dashboard.js → 304 (15ms, ?B)
[2026-06-15T11:06:11.895Z] GET http://localhost:8888/js/pages/prospect-push.js → 200 (15ms, 10651B)
[2026-06-15T11:06:11.896Z] GET http://localhost:8888/js/pages/enterprise-pool.js → 304 (14ms, ?B)
[2026-06-15T11:06:11.896Z] GET http://localhost:8888/js/pages/enterprise-profile.js → 304 (14ms, ?B)
[2026-06-15T11:06:11.897Z] GET http://localhost:8888/js/pages/survey-tasks.js → 304 (17ms, ?B)
[2026-06-15T11:06:11.897Z] GET http://localhost:8888/js/pages/opportunity.js → 304 (14ms, ?B)
[2026-06-15T11:06:11.897Z] GET http://localhost:8888/js/pages/hosting.js → 304 (15ms, ?B)
[2026-06-15T11:06:11.897Z] GET http://localhost:8888/js/pages/hosting-detail.js → 304 (15ms, ?B)
[2026-06-15T11:06:11.898Z] GET http://localhost:8888/js/pages/policy-calendar.js → 304 (14ms, ?B)
[2026-06-15T11:06:11.898Z] GET http://localhost:8888/js/pages/policy-library.js → 304 (14ms, ?B)
[2026-06-15T11:06:11.899Z] GET http://localhost:8888/js/pages/dynamics.js → 304 (15ms, ?B)
[2026-06-15T11:06:11.905Z] GET http://localhost:8888/js/pages/project-plan.js → 304 (7ms, ?B)
[2026-06-15T11:06:11.905Z] GET http://localhost:8888/js/pages/gap-tasks.js → 304 (14ms, ?B)
[2026-06-15T11:06:11.905Z] GET http://localhost:8888/js/pages/writing-tasks.js → 304 (13ms, ?B)
[2026-06-15T11:06:11.905Z] GET http://localhost:8888/js/pages/writing-editor.js → 304 (9ms, ?B)
[2026-06-15T11:06:11.905Z] GET http://localhost:8888/js/pages/review-ai.js → 304 (14ms, ?B)
[2026-06-15T11:06:11.905Z] GET http://localhost:8888/js/pages/review-expert.js → 304 (13ms, ?B)
[2026-06-15T11:06:11.905Z] GET http://localhost:8888/js/pages/review-library.js → 304 (15ms, ?B)
[2026-06-15T11:06:11.906Z] GET http://localhost:8888/js/pages/agents.js → 304 (14ms, ?B)
[2026-06-15T11:06:11.906Z] GET http://localhost:8888/js/pages/agent-detail.js → 304 (13ms, ?B)
[2026-06-15T11:06:11.906Z] GET http://localhost:8888/js/pages/service-products.js → 304 (17ms, ?B)
[2026-06-15T11:06:11.906Z] GET http://localhost:8888/js/pages/orders.js → 304 (17ms, ?B)
[2026-06-15T11:06:11.906Z] GET http://localhost:8888/js/pages/dispatch.js → 304 (14ms, ?B)
[2026-06-15T11:06:11.906Z] GET http://localhost:8888/js/pages/settlement.js → 304 (18ms, ?B)
[2026-06-15T11:06:11.906Z] GET http://localhost:8888/js/pages/task-center.js → 304 (18ms, ?B)
[2026-06-15T11:06:11.907Z] GET http://localhost:8888/js/pages/data-objects.js → 404 (18ms, ?B)
[2026-06-15T11:06:11.907Z] GET http://localhost:8888/js/pages/governance.js → 404 (17ms, ?B)
[2026-06-15T11:06:11.907Z] GET http://localhost:8888/js/pages/mvp-roadmap.js → 404 (19ms, ?B)
[2026-06-15T11:06:11.907Z] GET http://localhost:8888/js/pages/kpi.js → 404 (19ms, ?B)
[2026-06-15T11:06:11.907Z] GET http://localhost:8888/js/pages/risk.js → 404 (19ms, ?B)
[2026-06-15T11:06:11.907Z] GET http://localhost:8888/js/app.js → 200 (?ms, 11374B)
[2026-06-15T11:07:59.489Z] GET http://localhost:9999/ → 200 (3ms, 4136B)
[2026-06-15T11:07:59.508Z] GET http://localhost:9999/assets/app.css → 200 (10ms, 28936B)
[2026-06-15T11:07:59.508Z] GET http://localhost:9999/js/data.js → 200 (15ms, 25427B)
[2026-06-15T11:07:59.508Z] GET http://localhost:9999/js/components.js → 200 (14ms, 11671B)
[2026-06-15T11:07:59.508Z] GET http://localhost:9999/js/router.js → 200 (15ms, 4982B)
[2026-06-15T11:07:59.508Z] GET http://localhost:9999/js/pages/dashboard.js → 200 (16ms, 11106B)
[2026-06-15T11:07:59.508Z] GET http://localhost:9999/js/pages/prospect-push.js → 200 (17ms, 8700B)
[2026-06-15T11:07:59.508Z] GET http://localhost:9999/js/pages/enterprise-pool.js → 200 (17ms, 6657B)
[2026-06-15T11:07:59.510Z] GET http://localhost:9999/js/pages/enterprise-profile.js → 200 (16ms, 6216B)
[2026-06-15T11:07:59.510Z] GET http://localhost:9999/js/pages/survey-tasks.js → 200 (17ms, 5491B)
[2026-06-15T11:07:59.510Z] GET http://localhost:9999/js/pages/opportunity.js → 200 (18ms, 8822B)
[2026-06-15T11:07:59.510Z] GET http://localhost:9999/js/pages/hosting.js → 200 (16ms, 8101B)
[2026-06-15T11:07:59.510Z] GET http://localhost:9999/js/pages/hosting-detail.js → 200 (17ms, 8618B)
[2026-06-15T11:07:59.510Z] GET http://localhost:9999/js/pages/policy-calendar.js → 200 (18ms, 9773B)
[2026-06-15T11:07:59.510Z] GET http://localhost:9999/js/pages/policy-library.js → 200 (18ms, 7886B)
[2026-06-15T11:07:59.511Z] GET http://localhost:9999/js/pages/dynamics.js → 200 (19ms, 11149B)
[2026-06-15T11:07:59.511Z] GET http://localhost:9999/js/pages/project-plan.js → 200 (19ms, 8702B)
[2026-06-15T11:07:59.511Z] GET http://localhost:9999/js/pages/gap-tasks.js → 200 (19ms, 7436B)
[2026-06-15T11:07:59.511Z] GET http://localhost:9999/js/pages/writing-tasks.js → 200 (19ms, 8268B)
[2026-06-15T11:07:59.511Z] GET http://localhost:9999/js/pages/writing-editor.js → 200 (20ms, 9603B)
[2026-06-15T11:07:59.511Z] GET http://localhost:9999/js/pages/review-ai.js → 200 (20ms, 8478B)
[2026-06-15T11:07:59.511Z] GET http://localhost:9999/js/pages/review-expert.js → 200 (20ms, 9332B)
[2026-06-15T11:07:59.512Z] GET http://localhost:9999/js/pages/review-library.js → 200 (20ms, 7944B)
[2026-06-15T11:07:59.512Z] GET http://localhost:9999/js/pages/agents.js → 200 (20ms, 10013B)
[2026-06-15T11:07:59.512Z] GET http://localhost:9999/js/pages/agent-detail.js → 200 (20ms, 14928B)
[2026-06-15T11:07:59.512Z] GET http://localhost:9999/js/pages/service-products.js → 200 (21ms, 11743B)
[2026-06-15T11:07:59.512Z] GET http://localhost:9999/js/pages/orders.js → 200 (21ms, 11168B)
[2026-06-15T11:07:59.512Z] GET http://localhost:9999/js/pages/dispatch.js → 200 (23ms, 9331B)
[2026-06-15T11:07:59.512Z] GET http://localhost:9999/js/pages/settlement.js → 200 (24ms, 12971B)
[2026-06-15T11:07:59.513Z] GET http://localhost:9999/js/pages/task-center.js → 200 (21ms, 14120B)
[2026-06-15T11:07:59.513Z] GET http://localhost:9999/js/pages/data-objects.js → 404 (22ms, ?B)
[2026-06-15T11:07:59.513Z] GET http://localhost:9999/js/pages/governance.js → 404 (23ms, ?B)
[2026-06-15T11:07:59.513Z] GET http://localhost:9999/js/pages/mvp-roadmap.js → 404 (24ms, ?B)
[2026-06-15T11:07:59.514Z] GET http://localhost:9999/js/pages/kpi.js → 404 (24ms, ?B)
[2026-06-15T11:07:59.514Z] GET http://localhost:9999/js/pages/risk.js → 404 (23ms, ?B)
[2026-06-15T11:07:59.514Z] GET http://localhost:9999/js/app.js → 200 (24ms, 11374B)
